Area;Key;Comment;Default language;Comment.fi-FI;.fi-FI;Comment.sv-SE;.sv-SE
Building;quality__req_building_lifeCycleState_buildingObject;The lifeCycleState attribute in the buildingSection class must be '03 - In use', '04 - Banned from use/Unusable', '05 Destroyed', '06 - Demolished', '07 - Combined or partitioned' when the issue concerns a buildingObjectIssue;The lifeCycleState attribute in the buildingSection class must be '03 - In use', '04 - Banned from use/Unusable', '05 Destroyed', '06 - Demolished', '07 - Combined or partitioned' when the issue concerns a buildingObjectIssue;RakennuksenOsa-luokan elinkaarenVaihe-attribuutin arvon tulee olla '03 - käytössä', '04 - käyttökiellossa/käyttökelvoton','05 - tuhoutunut','06 - purettu','07 - yhdistetty tai jaettu', kun kyseessä on RakennuskohdeAsia;RakennuksenOsa-luokan elinkaarenVaihe-attribuutin arvon tulee olla '03 - käytössä', '04 - käyttökiellossa/käyttökelvoton','05 - tuhoutunut','06 - purettu','07 - yhdistetty tai jaettu', kun kyseessä on RakennuskohdeAsia;;Värdet för attributet livscykelskede i klassen DelAvByggnad ska vara '03 - i bruk', '04 - användningsförbud/obrukbar','05 - förstörd','06 - riven','07 - sammanslagen eller delad, när det gäller ett ByggnadsobjektsÄrende
Building;quality__req_building_lowCarbonAssessment_primaryPurpose;;Exactly one BuildingPurposeForLowCarbonAssessment must be primary.;;;;
Building;quality__req_building_permanentBuildingIdentifier;The permanentBuildingIdentifier attribute in the Building class must meet the formatting requirements;The permanentBuildingIdentifier attribute in the Building class must meet the formatting requirements;Pysyvän rakennustunnuksen pituuden tulee olla 10 merkkiä ja sen tulee alkaa merkillä '1'.;Rakennus-luokan pysyväRakennusTunnus-attribuutin tulee täyttää muotovaatimukset;Den permanenta byggnadsbeteckningen ska bestå av 10 tecken och börja med tecknet '1'.;Byggnadsklassens permanenta attribut för Byggnadsbeteckning ska uppfylla formatkraven
Building;quality__req_building_permanentBuildingIdentifier_exists;"If the value of the measureType attribute in the constructionAction class is ""01 - New building or structure"", then the database may not contain a Building-class permanentBuildingIdentifier attribute";"If the value of the measureType attribute in the constructionAction class is ""01 - New building or structure"", then the database may not contain a Building-class permanentBuildingIdentifier attribute";"Jos Rakentamistoimenpide-luokan toimenpiteenLaji-attribuutin arvo on ""01 - Uusi rakennus tai rakennelma"", niin Rakennus-luokan pysyväRakennusTunnus-attribuutin arvoa ei saa löytyä tietokannasta Rakennukselta";"Jos Rakentamistoimenpide-luokan toimenpiteenLaji-attribuutin arvo on ""01 - Uusi rakennus tai rakennelma"", niin Rakennus-luokan pysyväRakennusTunnus-attribuutin arvoa ei saa löytyä tietokannasta Rakennukselta";;"Om värdet för attributet åtgärdstyp i klassen ByggÅtgärd är ""01 - Ny byggnad eller konstruktion"", får värdet för attributet permanentByggnadsBeteckning i klassen Byggnad inte finnas i databasen."
Building;quality__req_building_permanentBuildingIdentifier_must_exist;;No permanent building identifier for the added building could be found in Ryhti;Lisätyn rakennuksen pysyvää rakennustunnusta ei löydy Ryhdistä;Lisätyn rakennuksen pysyvää rakennustunnusta ei löydy Ryhdistä;;Den permanenta byggnadsbeteckningen för den tillagda byggnaden finns inte i Ryhti
Building;quality__req_building_permanentBuildingIdentifier_not_exists;If the value of the typeOfConstructionAction attribute in the constructionAction class is '02 - Expansion', '03 - Conversion work comparable to rebuilding', '04 - Other modification work', '05 - Demolition', '06 - Partial demolition of building', '07 - Urban image action', then the database must contain a permanentBuildingIdentifier;If the value of the typeOfConstructionAction attribute in the constructionAction class is '02 - Expansion', '03 - Conversion work comparable to rebuilding', '04 - Other modification work', '05 - Demolition', '06 - Partial demolition of building', '07 - Urban image action', then the database must contain a permanentBuildingIdentifier;Jos Rakentamistoimenpide-luokan toimenpiteenLaji-attribuutin arvo on '02 - Laajentaminen', '03 - Uudelleen rakentamiseen verrattava muutostyö', '04 - Muu muutostyö', '05 - Purkaminen', '06 - Rakennuksen osittainen purkaminen', '07 - Kaupunkikuvatoimenpide' , niin pysyväRakennusTunnus pitää löytyä tietokannasta;Jos Rakentamistoimenpide-luokan toimenpiteenLaji-attribuutin arvo on '02 - Laajentaminen', '03 - Uudelleen rakentamiseen verrattava muutostyö', '04 - Muu muutostyö', '05 - Purkaminen', '06 - Rakennuksen osittainen purkaminen', '07 - Kaupunkikuvatoimenpide' , niin pysyväRakennusTunnus pitää löytyä tietokannasta;;Om värdet för attributet åtgärdstyp i klassen ByggÅtgärd är '02 - Utvidgning', '03 - Ändringsarbete jämförbart med ombyggnad', '04 - Annat ändringsarbete', '05 - Rivning', '06 - Partiell rivning av byggnad', '07 - Stadsbildsåtgärd', så ska en permanentByggnadsBeteckning finnas i databasen
Building;quality__req_building_permanentStructureIdentifier_must_exist;;No permanent structure identifier for the added structure could be found in Ryhti;Lisätyn rakennelman pysyvää rakennelmatunnusta ei löydy Ryhdistä;Lisätyn rakennelman pysyvää rakennelmatunnusta ei löydy Ryhdistä;;Den permanenta konstruktionsbeteckningen för den tillagda konstruktionen finns inte i Ryhti
Building;quality__req_building_permit_application_permit_application_type;;The permitApplicationType attribute in the BuildingPermitApplication class should be empty in a demolitionPermit creation or update, and is required otherwise;;RakentamislupaHakemus-luokan rakentamisluvanLaji-attribuutti ei ole sallittu, kun on kyseessä purkamisluvan luonti tai päivitys. Muussa tapauksessa se on pakollinen;;Attributet tillståndsAnsökansTyp i klassen ansökanOmByggnadstillstånd är inte tillåten om det gäller skapande eller uppdatering av av rivningsTillstånd. I andra fall är den obligatorisk
Building;quality__req_building_permit_decision_construction_to_be_completed_by;;The constructionToBeStartedBy and constructionToBeCompletedBy attributes in the BuildingPermitDecision class are required, when NOT making an update or an appeal to a demolition permit;;RakentamislupaPäätös-luokan rakennustyötAloitettavaViimeistään- ja rakennustyötValmistuttavaViimeistään-attribuutit ovat pakollisia, kun on kyseessä EI ole päivitys tai purkamiskohteen muutoksenhaku;;Värdena för attributen byggnadsarbetenMåsteBörjaSenast och byggnadsarbetenMåsteVaraFärdigaSenast i klassen BeslutOmByggnadstillstånd är obligatoriska när det INTE gäller uppdatering eller ändringssökande av rivningsTillstånd
Building;quality__req_building_permit_decision_construction_to_be_started_by;;The constructionToBeStartedBy and constructionToBeCompletedBy attributes in the BuildingPermitDecision class are required, when NOT making an update or an appeal to a demolition permit;;RakentamislupaPäätös-luokan rakennustyötAloitettavaViimeistään- ja rakennustyötValmistuttavaViimeistään-attribuutit ovat pakollisia, kun on kyseessä EI ole päivitys tai purkamiskohteen muutoksenhaku;;Värdena för attributen byggnadsarbetenMåsteBörjaSenast och byggnadsarbetenMåsteVaraFärdigaSenast i klassen BeslutOmByggnadstillstånd är obligatoriska när det INTE gäller uppdatering eller ändringssökande av rivningsTillstånd
Building;quality__req_building_permit_decision_permit_application_type;;The permitApplicationType attribute in the BuildingPermitDecision class should be empty in a demolitionPermit creation or update, and is required otherwise;;RakentamislupaPäätös-luokan rakentamisluvanLaji-attribuutti ei ole sallittu, kun on kyseessä purkamisluvan luonti tai päivitys. Muussa tapauksessa se on pakollinen;;Attributet tillståndsAnsökansTyp i klassen beslutOmByggnadstillstånd är inte tillåten om det gäller skapande eller uppdatering av av rivningsTillstånd. I andra fall är den obligatorisk
Building;quality__req_building_permit_issue_construction_project;;The constructionProject attribute in the BuildingPermitIssue class is mandatory when making an appeal or an inspection;;RakentamislupaAsia-luokan rakentamisHanke-attribuutti on pakollinen, kun kyseessä on muutoksenhaku tai katselmus;;Attributet byggprojekt i klassen byggLovsÄrende är obligatorisk när det gäller ändringssökande eller syn
Building;quality__req_building_residence_check;Unable to delete building {0} from the Population Information System, because of residency;Unable to delete building {0} from the Population Information System, because of residency;;Rakennusta ({0}) ei voitu merkitä poistetuksi, koska siihen kohdistuu VTJ:n mukaan asumista.;;Misslyckades att ta bort byggnaden {0} från BDS för boende
Building;quality__req_building_section_building_information_model_construction_design;;In the BuildingSection class, when creating a new BuildingPermit, one and only one of the attributes constructionDesign and buildingInformationModel should be set;;RakennuksenOsa-luokassa, kun kyseessä on rakennusluvan luonti, yksi ja vain yksi attribuuteista rakennusSuunnitelma ja rakennustietomalli on pakollinen;;I delAvByggnad klassen, när det gäller skapande av nytt bygglov, är bara ett av attributen byggnadsplan och byggnadsDataModell obligatorisk
Building;quality__req_building_section_construction_design_building_information_model;;In the BuildingSection class, when creating a new BuildingPermit, one and only one of the attributes constructionDesign and buildingInformationModel should be set;;RakennuksenOsa-luokassa, kun kyseessä on rakennusluvan luonti, yksi ja vain yksi attribuuteista rakennusSuunnitelma ja rakennustietomalli on pakollinen;;I delAvByggnad klassen, när det gäller skapande av nytt bygglov, är bara ett av attributen byggnadsplan och byggnadsDataModell obligatorisk
Building;quality__req_building_section_energy_data;;The energyData attribute in the BuildingSection class is mandatory, when updating or completing without permission, and constructionActionType is not demolition;;RakennuksenOsa-luokan energiatiedot-attribuutti on pakollinen, kun kyseessä on valmiin rakennuksen muokkaus tai hyväksyntä ilman lupaa, eikä rakennustoimenpide ole purkaminen;;Attributet energiUppgifter i klassen delAvByggnad är obligatorisk när det gäller uppdatering eller godkännande av en färdig byggnad utan lov och byggÅtgärd är inte rivning
Building;quality__req_building_section_interior_data;;The interiorData attribute in the BuildingSection class is mandatory, when the building section has apartments, and the constructionActionType is not demolition;;RakennuksenOsa-luokan sisätilojenTiedot-attribuutti on pakollinen, kun rakennuksen osalla on huoneistoja, eikä rakennustoimenpide ole purkaminen;;Attributet uppgifter om inomhusutrymmen i klassen delAvByggnad är obligatorisk när byggnadens del innehåller lägenheter och byggÅtgärd är inte rivning
Building;quality__req_building_section_reason_for_demolition;;In the reasonForDemolition attribute in the BuildingSection class, only values '03 - Demolition before new construction' and  '04 - Demolition for other reason' are allowed;;RakennuksenOsa-luokassa purkamisenSyy-attribuutti saa olla ainoastaan '03 - Puretaan uudisrakentamisen vuoksi' tai '04 - Puretaan muusta syystä';;Attributet orsakTillRivning i delAvByggnad klassen får endast vara '03 - Rivs på grund av nybyggnation' eller '04 - Rivs av annan orsak'
Building;quality__req_building_site_building_product_building_site_exists_in_request;;The BuildingSiteKey given in BuildingSiteBuildingProduct must exist in the request as a part of BuildingSite.;;;;
Building;quality__req_building_temporary;The Temporary attribute in the Building class may not be given a value when calling for an update to an incomplete Digital and Population Data Services Agency project.;The Temporary attribute in the Building class may not be given a value when calling for an update to an incomplete Digital and Population Data Services Agency project.;Rakennus-luokan tilapäinen-attribuutin arvo ei ole sallittu, kun kutsutaan DVV:n keskeneräisen hankkeen päivitystä.;Rakennus-luokan tilapäinen-attribuutin arvo ei ole sallittu, kun kutsutaan DVV:n keskeneräisen hankkeen päivitystä.;;Värdet för attributet tillfällig i klassen Byggnad är inte tillåtet när uppdatering av MDB:s pågående projekt anropas.
Building;quality__req_buildingInformationModel_referencePoint;;The coordinate system of the referencePoint-attribute of buildingInformationModel-class must be WGS84;;Rakennustietomalli-luokan referenssiPiste-attribuutin geometrian tulee olla WGS84-koordinaatistossa;;Attributet referenPunkt i klassen byggnadsInformationModel måste vara WGS84
Building;quality__req_buildingMaterialOfLoadBearingStructures_primary;The value of the Primary attribute in the buildingMaterialOfLoadBearingStructures class must be 'true’ for a maximum of one object in the class;The value of the Primary attribute in the buildingMaterialOfLoadBearingStructures class must be 'true’ for a maximum of one object in the class;"laatu/vaat-ensisijainen-kant-rak-rakennusaine
Materiaalitiedot-luokan kuvaamassa rakenteisessa attribuutissa tulee olla enintään yksi sellainen attribuutin kantavienRakenteidenRakennusaine-attribuutin arvo, jonka attribuutin ensisijainen arvo to true.
";KantavienRakenteidenRakennusaine-luokan ensisijainen-attribuutin arvo tulee olla 'true', enintään yhdellä luokan kohteella;"kvalitet/krav-primär-bär-konstr-byggmaterial
Ett strukturerat attribut som beskrivs av klassen Materialuppgifter ska innehålla högst ett sådant attribut för byggmaterialet för de bärande konstruktionerna i attributet, vars attribut har det primära värdet to true.
";Det primära attributet för klassen byggmaterial för bärande konstruktioner ska vara 'true', för högst ett objekt i klassen
Building;quality__req_BuildingObject_add;A constructionAction-class object (building or structure) may not be added when updating a permit issue.;A constructionAction-class object (building or structure) may not be added when updating a permit issue.;Rakennustoimenpide-luokan kohteen (rakennus tai rakennelma) lisäys ei ole sallittu lupa-asian päivityksessä.;Rakennustoimenpide-luokan kohteen (rakennus tai rakennelma) lisäys ei ole sallittu lupa-asian päivityksessä.;;Tillägg av objekt (byggnad eller konstruktion) i klassen byggnadsåtgärd är inte tillåtet vid uppdatering av ett tillståndsärende.
